"","X.1","X","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"22488","22488",22488,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11722,10,NA,"B3","130-51 115TH STREET                      ","            ",11420,2,0,2,3200,1548,1930,1,"B3"," $550,000 ","2020-09-01",550000,1548,3200,0
"22490","22490",22490,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11722,63,NA,"B3","130-56 116 STREET                        ","            ",11420,2,0,2,2400,1227,1930,1,"B3"," $497,000 ","2020-09-15",497000,1227,2400,0
"22491","22491",22491,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11723,14,NA,"B3","130-43 116TH STREET                      ","            ",11420,2,0,2,2500,1310,1930,1,"B3"," $535,000 ","2020-10-30",535000,1310,2500,0
"22492","22492",22492,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11723,14,NA,"B3","130-43 116TH STREET                      ","            ",11420,2,0,2,2500,1310,1930,1,"B3"," $381,100 ","2020-06-10",381100,1310,2500,0
"22493","22493",22493,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11723,14,NA,"B3","130-43 116TH STREET                      ","            ",11420,2,0,2,2500,1310,1930,1,"B3"," $557,011 ","2020-05-02",557011,1310,2500,0
"22494","22494",22494,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11724,30,NA,"B3","130-11 117TH   STREET                    ","            ",11420,2,0,2,2400,1902,1930,1,"B3"," $400,000 ","2020-06-03",4e+05,1902,2400,0
"22497","22497",22497,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11729,31,NA,"B3","130-15 122ND   STREET                    ","            ",11420,2,0,2,4000,1281,1950,1,"B3"," $625,000 ","2020-12-10",625000,1281,4000,0
"22498","22498",22498,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11730,51,NA,"B3","130-30 123RD   STREET                    ","            ",11420,2,0,2,4000,1388,1950,1,"B3"," $630,000 ","2020-09-17",630000,1388,4000,0
"22500","22500",22500,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11734,58,NA,"B3","133-40 114TH PLACE                       ","            ",11420,2,0,2,2650,1495,1925,1,"B3"," $505,000 ","2020-05-04",505000,1495,2650,0
"22501","22501",22501,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11735,62,NA,"B3","133-44 115 STREET                        ","            ",11420,2,0,2,3100,1600,1925,1,"B3"," $610,000 ","2020-08-24",610000,1600,3100,0
"22504","22504",22504,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11738,14,NA,"B3","133-37 117 STREET                        ","            ",11420,2,0,2,2400,1578,1930,1,"B3"," $550,000 ","2020-06-26",550000,1578,2400,0
"22506","22506",22506,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11740,12,NA,"B2","133-47 LEFFERTS BLVD                     ","            ",11420,2,0,2,1946,1550,1920,1,"B2"," $450,000 ","2020-11-04",450000,1550,1946,0
"22510","22510",22510,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11744,48,NA,"B3","133-20 123RD STREET                      ","            ",11420,2,0,2,4000,1385,1945,1,"B3"," $630,000 ","2020-12-03",630000,1385,4000,0
"22512","22512",22512,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11746,68,NA,"B2","117-52 125TH   STREET                    ","            ",11420,2,0,2,3000,2100,2012,1,"B2"," $450,000 ","2020-06-10",450000,2100,3000,0
"22514","22514",22514,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11749,7,NA,"B3","127-07 SUTTER AVENUE                     ","            ",11420,2,0,2,4000,2164,1920,1,"B3"," $267,000 ","2020-08-28",267000,2164,4000,0
"22515","22515",22515,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11751,22,NA,"B3","119-28 130TH STREET                      ","            ",11420,2,0,2,2697,1264,1930,1,"B3"," $260,000 ","2020-11-03",260000,1264,2697,0
"22516","22516",22516,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11752,60,NA,"B2","118-75 128TH STREET                      ","            ",11420,2,0,2,3000,1892,1960,1,"B2"," $635,000 ","2020-02-10",635000,1892,3000,0
"22518","22518",22518,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11754,99,NA,"B3","120-84 131ST   STREET                    ","            ",11420,2,0,2,2073,1280,1935,1,"B3"," $436,000 ","2020-08-03",436000,1280,2073,0
"22519","22519",22519,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11757,15,NA,"B3","121-65 133RD STREET                      ","            ",11420,2,0,2,4000,1284,1920,1,"B3"," $450,000 ","2020-12-03",450000,1284,4000,0
"22520","22520",22520,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11758,15,NA,"B3","122-59 134TH   STREET                    ","            ",11420,2,0,2,5960,2934,1920,1,"B3"," $810,000 ","2020-11-03",810000,2934,5960,0
"22521","22521",22521,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11758,80,NA,"B2","12364 135 STREET                         ","            ",11420,2,0,2,2828,1720,2005,1,"B2"," $630,000 ","2020-06-02",630000,1720,2828,0
"22522","22522",22522,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11759,71,NA,"B3","124-54 135TH PLACE                       ","            ",11420,2,0,2,2742,1557,1930,1,"B3"," $513,000 ","2020-06-15",513000,1557,2742,0
"22523","22523",22523,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11761,40,NA,"B3","130-18 124TH STREET                      ","            ",11420,2,0,2,4000,1012,1920,1,"B3"," $765,000 ","2020-05-08",765000,1012,4000,0
"22526","22526",22526,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11769,32,NA,"B2","130-11 133RD   AVENUE                    ","            ",11420,2,0,2,9914,1733,1950,1,"B2"," $685,000 ","2020-03-23",685000,1733,9914,0
"22527","22527",22527,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11769,51,NA,"B2","130-14 131 AVENUE                        ","            ",11420,2,0,2,7080,2208,1950,1,"B2"," $404,000 ","2020-10-19",404000,2208,7080,0
"22528","22528",22528,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11770,35,NA,"B3","131-16 SUTTER AVENUE                     ","            ",11420,2,0,2,2798,1981,1925,1,"B3"," $635,000 ","2020-03-23",635000,1981,2798,0
"22529","22529",22529,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11770,55,NA,"B3","129-35 131ST   STREET                    ","            ",11420,2,0,2,4290,1232,1925,1,"B3"," $580,000 ","2020-08-21",580000,1232,4290,0
"22530","22530",22530,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11770,99,NA,"B3","131-18 SUTTER AVENUE                     ","            ",11420,2,0,2,2798,1776,1925,1,"B3"," $380,000 ","2020-07-09",380000,1776,2798,0
"22533","22533",22533,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11772,110,NA,"B2","129-24 134TH   STREET                    ","            ",11420,2,0,2,3000,2700,1999,1,"B2"," $570,000 ","2020-11-16",570000,2700,3000,0
"22534","22534",22534,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11773,117,NA,"B3","129-49 134TH STREET                      ","            ",11420,2,0,2,2651,1296,1920,1,"B3"," $600,000 ","2020-12-14",6e+05,1296,2651,0
"22536","22536",22536,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11775,2,NA,"B2","129-07 135TH PLACE                       ","            ",11420,2,0,2,2553,1820,2005,1,"B2"," $557,000 ","2020-05-20",557000,1820,2553,0
"22537","22537",22537,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11778,14,NA,"B3","131-29 133RD STREET                      ","            ",11420,2,0,2,3083,1680,1935,1,"B3"," $425,000 ","2020-05-04",425000,1680,3083,0
"22538","22538",22538,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11778,102,NA,"B3","133-13 133RD   AVENUE                    ","            ",11420,2,0,2,2275,1057,1920,1,"B3"," $530,000 ","2020-10-22",530000,1057,2275,0
"22539","22539",22539,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11782,19,NA,"B2","133-37 123RD   STREET                    ","            ",11420,2,0,2,4000,2288,1955,1,"B2"," $625,000 ","2020-04-13",625000,2288,4000,0
"22541","22541",22541,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11787,54,NA,"B1","133-36 129TH   STREET                    ","            ",11420,2,0,2,4000,2500,2008,1,"B1"," $865,000 ","2020-06-08",865000,2500,4000,0
"22543","22543",22543,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11794,6,NA,"B1","134-05 135TH AVENUE                      ","            ",11420,2,0,2,2755,1980,2006,1,"B1"," $625,000 ","2020-09-09",625000,1980,2755,0
"22544","22544",22544,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11794,32,NA,"B2","134-27 135TH AVENUE                      ","            ",11420,2,0,2,4180,2496,1996,1,"B2"," $770,000 ","2020-12-16",770000,2496,4180,0
"22546","22546",22546,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11800,15,NA,"B2","135-43 114TH   STREET                    ","            ",11420,2,0,2,4000,1772,1950,1,"B2"," $645,000 ","2020-07-24",645000,1772,4000,0
"22547","22547",22547,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11800,48,NA,"B2","135-20 114 PLACE                         ","            ",11420,2,0,2,4000,1468,1920,1,"B2"," $365,000 ","2020-10-02",365000,1468,4000,0
"22548","22548",22548,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11815,30,NA,"B2","149-11 114TH PLACE                       ","            ",11420,2,0,2,4000,2100,1950,1,"B2"," $729,000 ","2020-02-12",729000,2100,4000,0
"22549","22549",22549,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11815,39,NA,"B2","114-42 149TH AVENUE                      ","            ",11420,2,0,2,4000,1428,1950,1,"B2"," $590,000 ","2020-07-10",590000,1428,4000,0
"22550","22550",22550,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11817,16,NA,"B2","149-39 116TH STREET                      ","            ",11420,2,0,2,4000,1614,1950,1,"B2"," $630,000 ","2020-09-29",630000,1614,4000,0
"22551","22551",22551,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11819,61,NA,"B2","149-46 LEFFERTS BOULEVARD                ","            ",11420,2,0,2,4000,1483,1950,1,"B2"," $655,000 ","2020-02-04",655000,1483,4000,0
"22552","22552",22552,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11820,21,NA,"B2","149-19 LEFFERTS BOULEVARD                ","            ",11420,2,0,2,4000,1900,1955,1,"B2"," $550,000 ","2020-12-07",550000,1900,4000,0
"22553","22553",22553,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11820,27,NA,"B2","149-07 LEFFERTS BLVD                     ","            ",11420,2,0,2,4000,1900,1955,1,"B2"," $600,000 ","2020-02-12",6e+05,1900,4000,0
"22554","22554",22554,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11824,61,NA,"B2","149-56 123 STREET                        ","            ",11420,2,0,2,5000,2256,1965,1,"B2"," $820,000 ","2020-01-29",820000,2256,5000,0
"22556","22556",22556,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11830,63,NA,"B3","115-05 NORTH CONDUIT BLVD.               ","            ",11420,2,0,2,7218,2176,1925,1,"B3"," $765,000 ","2020-07-31",765000,2176,7218,0
"22557","22557",22557,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11839,41,NA,"B2","150-02 117TH STREET                      ","            ",11420,2,0,2,4000,1123,1945,1,"B2"," $400,000 ","2020-10-08",4e+05,1123,4000,0
"22559","22559",22559,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11851,42,NA,"B1","150-04 123RD   STREET                    ","            ",11420,2,0,2,2796,2160,2003,1,"B1"," $680,000 ","2020-09-25",680000,2160,2796,0
"22560","22560",22560,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11858,3,NA,"B3","124-15 149TH AVENUE                      ","            ",11420,2,0,2,6000,1253,1935,1,"B3"," $595,000 ","2020-06-11",595000,1253,6000,0
"22561","22561",22561,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11859,1,NA,"B2","125-17 149TH   AVENUE                    ","            ",11420,2,0,2,4000,2280,1960,1,"B2"," $750,000 ","2020-11-13",750000,2280,4000,0
"22563","22563",22563,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11859,20,NA,"B3","135-31 125TH   STREET                    ","            ",11420,2,0,2,3000,1528,1935,1,"B3"," $580,000 ","2020-08-31",580000,1528,3000,0
"22564","22564",22564,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11866,22,NA,"B1","149-27 123 STREET                        ","            ",11420,2,0,2,4000,1910,1960,1,"B1"," $820,000 ","2020-10-27",820000,1910,4000,0
"22565","22565",22565,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11866,38,NA,"B1","123-16 149TH AVENUE                      ","            ",11420,2,0,2,3000,2000,2006,1,"B1"," $700,000 ","2020-11-02",7e+05,2000,3000,0
"22566","22566",22566,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11866,48,NA,"B2","149-26 124TH STREET                      ","            ",11420,2,0,2,4000,2880,1960,1,"B2"," $655,000 ","2020-10-16",655000,2880,4000,0
"22569","22569",22569,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11867,33,NA,"B1","124-14 149TH   AVENUE                    ","            ",11420,2,0,2,6000,3016,1960,1,"B1"," $650,000 ","2020-07-02",650000,3016,6000,0
"22570","22570",22570,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11869,32,NA,"B2","126-08 149TH AVENUE                      ","            ",11420,2,0,2,3360,2350,1955,1,"B2"," $427,500 ","2020-12-18",427500,2350,3360,0
"22571","22571",22571,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11874,43,NA,"B3","133-12 135 AVE                           ","            ",11420,2,0,2,3160,1424,1930,1,"B3"," $375,000 ","2020-09-21",375000,1424,3160,0
"22572","22572",22572,4,"SOUTH OZONE PARK         ","02  TWO FAMILY DWELLINGS                    ","1",11893,1,NA,"B1","124-19 152ND   AVENUE                    ","            ",11420,2,0,2,4000,2400,2005,1,"B1"," $525,000 ","2020-06-26",525000,2400,4000,0
"22574","22574",22574,4,"SOUTH OZONE PARK         ","03  THREE FAMILY DWELLINGS                  ","1",11602,14,NA,"C0","109-16 122ND STREET                      ","            ",11420,3,0,3,3000,2400,1930,1,"C0"," $756,000 ","2020-11-24",756000,2400,3000,0
"22575","22575",22575,4,"SOUTH OZONE PARK         ","03  THREE FAMILY DWELLINGS                  ","1",11641,15,NA,"C0","114-02 LINDEN BOULEVARD                  ","            ",11420,3,0,3,3125,2540,1935,1,"C0"," $650,000 ","2020-12-22",650000,2540,3125,0
"22576","22576",22576,4,"SOUTH OZONE PARK         ","03  THREE FAMILY DWELLINGS                  ","1",11641,15,NA,"C0","114-02 LINDEN BOULEVARD                  ","            ",11420,3,0,3,3125,2540,1935,1,"C0"," $500,000 ","2020-07-22",5e+05,2540,3125,0
"22579","22579",22579,4,"SOUTH OZONE PARK         ","03  THREE FAMILY DWELLINGS                  ","1",11806,10,NA,"C0","135-39 LEFFERTS BOULEVARD                ","            ",11420,3,0,3,2000,2040,1965,1,"C0"," $240,000 ","2020-12-10",240000,2040,2000,0
"22606","22606",22606,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12129,63,NA,"A1","151-31 134TH   AVENUE                    ","            ",11434,1,0,1,2120,1312,1925,1,"A1"," $198,000 ","2020-11-25",198000,1312,2120,0
"22607","22607",22607,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12135,41,NA,"A1","152-15 135TH   AVENUE                    ","            ",11434,1,0,1,2000,840,1930,1,"A1"," $406,500 ","2020-11-19",406500,840,2000,0
"22608","22608",22608,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12135,42,NA,"A1","152-13 135TH AVE                         ","            ",11434,1,0,1,2000,1448,1930,1,"A1"," $432,000 ","2020-05-07",432000,1448,2000,0
"22609","22609",22609,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12258,12,NA,"A1","129-33 153RD STREET                      ","            ",11434,1,0,1,3000,1008,1925,1,"A1"," $389,000 ","2020-05-04",389000,1008,3000,0
"22610","22610",22610,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12259,44,NA,"A2","129-12 155 STREET                        ","            ",11434,1,0,1,4000,1112,1950,1,"A2"," $585,525 ","2020-09-17",585525,1112,4000,0
"22612","22612",22612,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12267,15,NA,"A5","160-20 BAISLEY BOULEVARD                 ","            ",11434,1,0,1,2257,1546,1950,1,"A5"," $410,000 ","2020-09-10",410000,1546,2257,0
"22613","22613",22613,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12268,31,NA,"A0","160-11 129TH   AVENUE                    ","            ",11434,1,0,1,4000,1122,1945,1,"A0"," $399,000 ","2020-08-31",399000,1122,4000,0
"22615","22615",22615,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12270,108,NA,"A2","161-26 128TH   AVENUE                    ","            ",11434,1,0,1,2763,1140,1945,1,"A2"," $335,000 ","2020-10-16",335000,1140,2763,0
"22616","22616",22616,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12273,36,NA,"A2","159-03 131ST AVENUE                      ","            ",11434,1,0,1,5000,1520,1945,1,"A2"," $370,000 ","2020-05-08",370000,1520,5000,0
"22617","22617",22617,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12276,63,NA,"B3","129-12 GUY R BREWER BLVD                 ","            ",11434,2,0,2,7482,4285,1920,1,"A1"," $655,000 ","2020-10-21",655000,4285,7482,0
"22619","22619",22619,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12279,23,NA,"A2","132-36 155TH STREET                      ","            ",11434,1,0,1,4000,1250,1945,1,"A2"," $432,000 ","2020-09-22",432000,1250,4000,0
"22620","22620",22620,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12280,43,NA,"A0","155-03 134TH   AVENUE                    ","            ",11434,1,0,1,4800,1480,1955,1,"A0"," $410,000 ","2020-01-05",410000,1480,4800,0
"22622","22622",22622,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12295,23,NA,"A1","134-34 157TH STREET                      ","            ",11434,1,0,1,2500,1020,1935,1,"A1"," $425,000 ","2020-06-24",425000,1020,2500,0
"22623","22623",22623,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12295,48,NA,"B3","134-43 156TH   STREET                    ","            ",11434,2,0,2,4000,2347,1960,1,"A2"," $646,588 ","2020-07-01",646588,2347,4000,0
"22624","22624",22624,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12295,156,NA,"A0","134-27 156TH   STREET                    ","            ",11434,1,0,1,4000,1180,1955,1,"A0"," $235,000 ","2020-01-15",235000,1180,4000,0
"22626","22626",22626,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12304,79,NA,"A2","137-17 156TH STREET                      ","            ",11434,1,0,1,4000,1600,1965,1,"A2"," $380,000 ","2020-06-05",380000,1600,4000,0
"22627","22627",22627,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12305,4,NA,"A0","157-12 137TH AVENUE                      ","            ",11434,1,0,1,4000,1031,1955,1,"A0"," $280,000 ","2020-06-09",280000,1031,4000,0
"22629","22629",22629,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12314,112,NA,"A1","140-25 158TH STREET                      ","            ",11434,1,0,1,2500,1264,1930,1,"A1"," $338,000 ","2020-02-22",338000,1264,2500,0
"22630","22630",22630,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12314,131,NA,"A1","140-12 159TH STREET                      ","            ",11434,1,0,1,2400,1216,1955,1,"A1"," $349,999 ","2020-11-19",349999,1216,2400,0
"22631","22631",22631,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12315,16,NA,"A1","140-39 159TH   STREET                    ","            ",11434,1,0,1,2500,1132,1925,1,"A1"," $255,000 ","2020-01-15",255000,1132,2500,0
"22632","22632",22632,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12316,51,NA,"A1","140-48 161 STREET                        ","            ",11434,1,0,1,1925,988,1935,1,"A1"," $175,000 ","2020-10-23",175000,988,1925,0
"22633","22633",22633,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12317,44,NA,"A2","140-22 LATHAM LANE                       ","            ",11434,1,0,1,3500,1272,1925,1,"A2"," $440,000 ","2020-03-25",440000,1272,3500,0
"22634","22634",22634,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12317,54,NA,"A1","140-38 LATHAM LANE                       ","            ",11434,1,0,1,2220,1088,1925,1,"A1"," $596,362 ","2020-11-13",596362,1088,2220,0
"22636","22636",22636,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12460,9,NA,"A2","122-40 FARMERS BOULEVARD                 ","            ",11434,1,0,1,3948,748,1930,1,"A2"," $318,000 ","2020-07-21",318000,748,3948,0
"22638","22638",22638,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12475,76,NA,"A5","179-47 ANDERSON ROAD                     ","            ",11434,1,0,1,2000,1600,1935,1,"A5"," $455,000 ","2020-03-09",455000,1600,2000,0
"22639","22639",22639,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12475,76,NA,"A5","179-47 ANDERSON ROAD                     ","            ",11434,1,0,1,2000,1600,1935,1,"A5"," $256,500 ","2020-09-24",256500,1600,2000,0
"22640","22640",22640,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12475,76,NA,"A5","179-47 ANDERSON ROAD                     ","            ",11434,1,0,1,2000,1600,1935,1,"A5"," $265,000 ","2020-09-24",265000,1600,2000,0
"22641","22641",22641,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12475,87,NA,"A5","179-25 ANDERSON ROAD                     ","            ",11434,1,0,1,2000,1600,1935,1,"A5"," $325,000 ","2020-10-15",325000,1600,2000,0
"22643","22643",22643,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12477,4,NA,"A2","128-11 HARRY DOUGLASS WAY                ","            ",11434,1,0,1,3500,1050,1925,1,"A2"," $305,000 ","2020-05-22",305000,1050,3500,0
"22645","22645",22645,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12481,4,NA,"A5","176-08 SUNBURY ROAD                      ","            ",11434,1,0,1,1800,1632,1935,1,"A5"," $325,000 ","2020-10-30",325000,1632,1800,0
"22648","22648",22648,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12482,146,NA,"A5","120-34 178 STREET                        ","            ",11434,1,0,1,2000,1568,1935,1,"A5"," $385,000 ","2020-07-31",385000,1568,2000,0
"22649","22649",22649,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12482,169,NA,"A5","177-27 URSINA ROAD                       ","            ",11434,1,0,1,1962,1568,1935,1,"A5"," $290,000 ","2020-02-03",290000,1568,1962,0
"22650","22650",22650,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12482,188,NA,"A5","177-36 TROUTVILLE ROAD                   ","            ",11434,1,0,1,1723,1568,1935,1,"A5"," $255,000 ","2020-11-19",255000,1568,1723,0
"22651","22651",22651,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12484,109,NA,"A5","177-34 URSINA RD                         ","            ",11434,1,0,1,2000,1480,1935,1,"A5"," $370,000 ","2020-09-21",370000,1480,2000,0
"22652","22652",22652,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12486,66,NA,"A5","177-58 LESLIE ROAD                       ","            ",11434,1,0,1,2000,1440,1935,1,"A5"," $275,000 ","2020-09-09",275000,1440,2000,0
"22655","22655",22655,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12489,32,NA,"A5","127-20 SIDWAY PLACE                      ","            ",11434,1,0,1,3035,1088,1950,1,"A5"," $351,000 ","2020-03-11",351000,1088,3035,0
"22656","22656",22656,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12490,23,NA,"A2","128-02 SIDWAY PLACE                      ","            ",11434,1,0,1,3000,965,1925,1,"A2"," $250,000 ","2020-01-15",250000,965,3000,0
"22657","22657",22657,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12517,21,NA,"A2","172-24 125TH   AVENUE                    ","            ",11434,1,0,1,4002,1013,1930,1,"A2"," $227,839 ","2020-01-08",227839,1013,4002,0
"22658","22658",22658,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12517,24,NA,"A1","172-26 125TH   AVENUE                    ","            ",11434,1,0,1,2436,1196,1920,1,"A1"," $150,000 ","2020-03-16",150000,1196,2436,0
"22659","22659",22659,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12517,45,NA,"A2","172-54 125TH AVENUE                      ","            ",11434,1,0,1,2037,996,1920,1,"A2"," $265,000 ","2020-04-20",265000,996,2037,0
"22661","22661",22661,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12519,22,NA,"A1","172-24 127TH AVENUE                      ","            ",11434,1,0,1,2156,1297,1930,1,"A1"," $375,000 ","2020-08-28",375000,1297,2156,0
