"","X.1","X","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"1594","1594",1594,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7420,54,NA,"A0","53-15 211 STREET                         ","            ",11364,1,0,1,3960,1365,1950,1,"A0"," $720,000 ","2020-01-20",720000,1365,3960,0
"1595","1595",1595,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7422,21,NA,"A1","5332 214TH STREET                        ","            ",11364,1,0,1,3960,1296,1940,1,"A1"," $960,000 ","2020-02-11",960000,1296,3960,0
"1597","1597",1597,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7423,11,NA,"A0","53-12 215TH   STREET                     ","            ",11364,1,0,1,3950,1235,1945,1,"A0"," $830,000 ","2020-10-13",830000,1235,3950,0
"1598","1598",1598,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7424,21,NA,"A1","53-48 BELL BOULEVARD                     ","            ",11364,1,0,1,4200,1838,1945,1,"A1"," $915,000 ","2020-01-29",915000,1838,4200,0
"1599","1599",1599,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7429,48,NA,"A1","56-23 FRANCIS LEWIS BOULEV               ","            ",11364,1,0,1,3880,1000,1940,1,"A1"," $610,000 ","2020-07-27",610000,1000,3880,0
"1601","1601",1601,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7430,30,NA,"A0","56-48 202ND   STREET                     ","            ",11364,1,0,1,4000,1295,1945,1,"A0"," $810,000 ","2020-04-01",810000,1295,4000,0
"1603","1603",1603,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7434,22,NA,"A5","56-34 206TH   STREET                     ","            ",11364,1,0,1,1800,1152,1945,1,"A5"," $575,000 ","2020-02-24",575000,1152,1800,0
"1605","1605",1605,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7434,33,NA,"A5","56-56 206TH STREET                       ","            ",11364,1,0,1,1800,1152,1945,1,"A5"," $593,000 ","2020-08-26",593000,1152,1800,0
"1607","1607",1607,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7435,13,NA,"A5","56-12 207TH   STREET                     ","            ",11364,1,0,1,2500,960,1950,1,"A5"," $520,000 ","2020-08-03",520000,960,2500,0
"1608","1608",1608,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7435,57,NA,"A5","56-23 206TH   STREET                     ","            ",11364,1,0,1,1800,1152,1955,1,"A5"," $558,000 ","2020-07-10",558000,1152,1800,0
"1609","1609",1609,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7436,17,NA,"A5","56-24 208 STREET                         ","            ",11364,1,0,1,2900,1260,1950,1,"A5"," $490,000 ","2020-04-06",490000,1260,2900,0
"1610","1610",1610,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7436,50,NA,"A5","56-35 207TH   STREET                     ","            ",11364,1,0,1,2500,960,1950,1,"A5"," $435,000 ","2020-12-14",435000,960,2500,0
"1611","1611",1611,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7436,64,NA,"A5","56-09 207TH   STREET                     ","            ",11364,1,0,1,2500,960,1950,1,"A5"," $580,000 ","2020-05-20",580000,960,2500,0
"1612","1612",1612,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7438,3,NA,"A1","209-10 56  AVENUE                        ","            ",11364,1,0,1,4000,1850,1955,1,"A1"," $1,055,000 ","2020-02-09",1055000,1850,4000,0
"1613","1613",1613,4,"BAYSIDE                  ","01  ONE FAMILY DWELLINGS                    ","1",7438,9,NA,"A3","56-12 210TH   STREET                     ","            ",11364,1,0,1,4000,1828,1960,1,"A3"," $969,000 ","2020-10-02",969000,1828,4000,0
